"","Team","GameId","Average_Line_ML","Average_Line_Spread","Average_Odds_Spread","Average_Line_OU","Average_Odds_OU","Total","FG","FGA","X3P","X3PA","X2P","X2PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","OFG","OFGA","O3P","O3PA","O2P","O2PA","OFT","OFTA","OORB","ODRB","OAST","OSTL","OBLK","OTOV","OPF","OPTS"
"1","Atlanta",21800556,221.8,6,-108.67,229.83,-106.67,212,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"2","Atlanta",21800052,110.75,2.1,-108.8,235,-107.17,215,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"3","Atlanta",21801088,262.5,7.42,-109.17,236.08,-106.17,256,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"4","Atlanta",21800114,121,2.25,-108.83,232.83,-108.67,261,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"5","Atlanta",21800522,380,9.58,-107.67,229.58,-107.83,243,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"6","Atlanta",21800436,254.2,7.17,-105.17,225.67,-108.67,271,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"7","Atlanta",21800827,115.8,2.08,-104.67,228.7,-105.2,249,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"8","Atlanta",21800712,21,1.58,-107,223.83,-107.83,222,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"9","Atlanta",21800987,162.8,4.33,-106.5,237.92,-106,226,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"10","Atlanta",21801168,162.4,4.33,-107.33,238.92,-108.33,252,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"11","Atlanta",21801145,113,2.83,-106.5,231,-107.67,271,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"12","Atlanta",21800097,174.8,4.42,-106.5,226.38,-108,250,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"13","Atlanta",21800357,139.2,3.83,-109.33,229.25,-108,248,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"14","Atlanta",21800155,102.2,1.5,-108.83,224.5,-108.6,219,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"15","Atlanta",21800254,293.4,7.75,-106,225.2,-105,232,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"16","Atlanta",21800214,841.5,13.75,-109.67,222.42,-112.67,231,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"17","Atlanta",21800201,599.6,11.92,-105.67,229.6,-106,213,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"18","Atlanta",21800020,243,6.83,-106,214.75,-108.33,248,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"19","Atlanta",21800149,615,11.67,-106.17,232.5,-108.17,215,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"20","Atlanta",21800076,-227.6,-5.67,-105.67,232,-108,182,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"21","Atlanta",21800007,148.4,3.6,-104.2,216.42,-108.33,233,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"22","Atlanta",21800504,232.6,6.83,-106.67,219.42,-108.17,250,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"23","Atlanta",21800621,438,10.5,-106.33,233.3,-106.8,244,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"24","Atlanta",21800883,-157.8,-3.33,-103.67,233.83,-107.33,232,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"25","Atlanta",21800903,701,12.08,-106,234.17,-108.33,230,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"26","Atlanta",21800640,397.2,9.75,-105.5,232,-107.83,247,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"27","Atlanta",21800420,694.2,12.33,-107,222.17,-107.83,237,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"28","Atlanta",21800946,154.6,3.92,-107.5,229.1,-106.8,241,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"29","Atlanta",21800762,182.6,5.25,-106.67,235.83,-109.17,248,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"30","Atlanta",21800791,236,6.75,-110,230.42,-107.5,266,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"31","Atlanta",21801202,616.2,11.33,-108.83,235.2,-108.6,222,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"32","Atlanta",21800529,-171.4,-3.83,-105.33,219.33,-108.33,219,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"33","Atlanta",21800683,234.8,6.75,-109.83,226.33,-108,218,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"34","Atlanta",21800848,207,5.92,-109,239.08,-107.17,230,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"35","Atlanta",21800928,-65.6,0,-106.17,230.17,-106.33,329,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"36","Atlanta",21801046,322.2,8.67,-106.33,225,-107.83,192,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"37","Atlanta",21801131,122.2,2.67,-108.33,233.25,-106.33,216,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"38","Atlanta",21800695,-132.4,-1.83,-108.5,221.75,-109.17,225,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"39","Atlanta",21800486,374,9.42,-107.33,222.17,-108,193,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"40","Atlanta",21800587,234.4,6.33,-106.83,219.08,-106.83,188,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"41","Atlanta",21800784,111,2.08,-108.67,235,-104.67,230,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"42","Atlanta",21800325,760.4,12.9,-108.4,228.6,-107.6,233,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"43","Atlanta",21800128,199,5.5,-104.33,225.88,-106.5,241,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"44","Atlanta",21801162,553.6,10.92,-105.33,229.5,-106.67,228,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"45","Atlanta",21800472,117.4,2.25,-106.17,232.3,-108.4,221,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"46","Atlanta",21800189,584.8,11.5,-105.5,236.92,-106.5,213,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"47","Atlanta",21800813,230.6,7.17,-108.67,232.42,-109.5,220,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"48","Atlanta",21800542,783.6,12.92,-108,220.33,-107.5,224,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"49","Atlanta",21800748,236,6.42,-106.67,233.25,-108.67,241,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"50","Atlanta",21801113,-138.4,-1.75,-108.67,241.8,-108,250,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"51","Atlanta",21800243,230,6.75,-110.17,231.83,-110.17,246,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"52","Atlanta",21800995,-125,-1.5,-109,238,-109.17,244,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"53","Atlanta",21800912,177.6,4.92,-105.83,234.92,-106.17,254,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"54","Atlanta",21800602,819,13.75,-108.67,228.5,-109.5,205,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"55","Atlanta",21800953,417.2,9.5,-107.5,222.33,-106.83,227,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"56","Atlanta",21800344,513.6,10.75,-106.83,235.62,-108.75,239,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"57","Atlanta",21800412,398,9.75,-105.33,225.5,-108.17,221,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"58","Atlanta",21800837,16.8,1.17,-106.67,224.42,-105.83,232,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"59","Atlanta",21800380,206.2,6.17,-106,224.33,-106.33,204,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"60","Atlanta",21800088,609.8,11.5,-106.8,230,-107.5,205,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"61","Atlanta",21800773,638,11.92,-106.5,226.67,-107.5,240,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"62","Atlanta",21800968,191.2,5.67,-107.5,234,-110,215,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"63","Atlanta",21800036,307.4,7.83,-105.67,232.8,-109,244,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"64","Atlanta",21801076,254.8,7.5,-110.67,226.5,-108.83,231,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"65","Atlanta",21800169,196.6,5.5,-109.5,226.6,-106,233,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"66","Atlanta",21801181,325.5,8.75,-107.67,225.6,-106.6,262,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"67","Atlanta",21800865,-325.8,-7.42,-108.67,226.42,-105.83,197,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"68","Atlanta",21801034,474,10.58,-106.17,233,-109.33,249,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"69","Atlanta",21800452,133.8,3.25,-106,237.42,-108,228,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"70","Atlanta",21800288,239.2,7,-108.8,228.75,-106.17,247,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"71","Atlanta",21800226,538.6,11.33,-106.17,219,-108.6,186,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"72","Atlanta",21800653,413,9.58,-104,234.42,-106.33,268,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"73","Atlanta",21800734,336,8.92,-107.5,224.83,-106.5,231,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"74","Atlanta",21800302,284.2,7.75,-107.83,223.3,-107,228,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"75","Atlanta",21800609,319,8.5,-108.33,226.58,-109.17,216,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"76","Atlanta",21800572,828.6,13.58,-106.67,230.17,-109,256,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"77","Atlanta",21800877,166.6,4.5,-107.33,221.5,-107.5,247,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"78","Atlanta",21801060,290,7.7,-108.6,233.3,-107.2,226,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"79","Atlanta",21801016,-63.4,0.7,-107,223.33,-107,243,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"80","Atlanta",21800306,657.5,12,-107,231.4,-106.8,202,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"81","Atlanta",21801220,-227,-5.25,-110,225.83,-105.83,269,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"82","Atlanta",21800268,286.2,8.08,-107,222.5,-106,210,41.4,91.8,13,37,28.4,54.8,17.6,23.4,11.6,34.5,25.8,8.2,5.1,17,23.6,113.3,42.8,90.5,12.4,34.4,30.4,56.1,21.5,28.3,10.6,35.4,26.9,9.9,5.5,15,22.2,119.4
"83","Boston",21800188,110.2,2.08,-108.67,214.5,-105.2,194,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
"84","Boston",21800849,250.6,6.5,-105.83,225.5,-107,221,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
"85","Boston",21800458,-840.8,-11.75,-109.33,222.25,-107.5,214,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
"86","Boston",21800855,-165.4,-3.92,-109,210.7,-107,228,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
"87","Boston",21800797,-663.4,-10.75,-108,210.92,-107.5,199,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
"88","Boston",21800945,-136,-2.33,-110.33,226,-106.5,219,42.1,90.5,12.6,34.5,29.5,56,15.6,19.5,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4,39.5,88.1,11.5,33.5,28,54.6,17.4,22.8,10.4,35.5,23.7,6.8,3.9,15.1,19.5,108
